ID,Age,Weight (kg),Breed,Symptoms,Previous Health Issues,Hydration (%),Heart Rate (bpm),Respiratory Rate (bpm),Temperature (°C),Environmental Exposure,Health Risk (%),Health Risk Level,Diagnosis,Potential Causes,Recommended Diet,Consult Vet
894,11,2.7,British Shorthair,"Vomiting, Weight Loss",Kidney Disease,45,145,26,39.3,Both,76,High,Healthy,N/A,"Wet food, Hydration",Yes
895,14,5.4,Persian,None,Obesity,63,176,23,38.0,Both,36,Moderate,Diabetes,N/A,Low-sodium Diet,No
896,4,5.5,British Shorthair,None,Diabetes,62,180,31,38.4,Outdoor,75,High,Healthy,N/A,"Wet food, Hydration",Yes
897,15,4.1,Scottish Fold,Loss of Appetite,Diabetes,67,194,33,39.5,Outdoor,99,Severe,Diabetes,Dust,Diabetic-friendly Diet,Yes
898,3,2.6,Sphynx,"Lethargy, None, Weight Loss",Obesity,56,179,23,38.2,Both,74,High,Gastrointestinal Issue,Dust,Balanced Diet,Yes
899,5,2.6,Sphynx,"None, Vomiting, Loss of Appetite",Kidney Disease,45,217,20,38.2,Both,54,High,Respiratory Infection,Genetic,High-protein Diet,Yes
900,9,6.3,Ragdoll,"Coughing, Vomiting, Weight Loss",Heart Condition,75,162,33,37.5,Indoor,35,Moderate,Diabetes,"Stress, Poor Diet",Balanced Diet,No
901,14,4.5,Maine Coon,Difficulty Breathing,None,53,181,27,39.6,Both,21,Moderate,Gastrointestinal Issue,Dust,High-protein Diet,No
902,11,6.4,Ragdoll,"Vomiting, Lethargy",Diabetes,45,162,26,39.5,Outdoor,66,High,Obesity,Age-related,Balanced Diet,Yes
903,5,5.6,British Shorthair,"Weight Loss, Difficulty Breathing",Diabetes,75,142,39,38.0,Both,38,Moderate,Heart Disease,"Allergies, Age-related",High-protein Diet,No
904,10,4.4,Siamese,None,Obesity,70,141,37,39.4,Indoor,38,Moderate,Kidney Failure,"Genetic, Allergies",Balanced Diet,No
905,4,4.0,Scottish Fold,"Loss of Appetite, Lethargy, None",None,74,218,33,38.6,Indoor,98,Severe,Healthy,N/A,Balanced Diet,Yes
906,8,2.6,Maine Coon,"Loss of Appetite, Sneezing, Lethargy",Arthritis,57,193,36,39.4,Indoor,88,Severe,Obesity,"Age-related, Poor Diet","Wet food, Hydration",Yes
907,6,4.6,Sphynx,"Lethargy, None, Weight Loss",None,57,191,34,39.8,Indoor,85,Severe,Obesity,"Dehydration, Allergies",High-protein Diet,Yes
908,6,4.4,Bengal,"None, Difficulty Breathing",Arthritis,60,155,27,38.1,Both,95,Severe,Respiratory Infection,Stress,Balanced Diet,Yes
909,7,4.6,Maine Coon,Weight Loss,Kidney Disease,71,210,37,38.8,Outdoor,29,Moderate,Diabetes,"N/A, Dehydration",High-protein Diet,No
910,4,6.9,Persian,"Vomiting, Lethargy",Kidney Disease,66,189,24,38.9,Outdoor,75,High,Obesity,Allergies,Balanced Diet,Yes
911,3,6.3,Sphynx,None,Diabetes,58,187,40,39.0,Indoor,98,Severe,Obesity,"Dust, Age-related",Balanced Diet,Yes
912,10,2.7,Ragdoll,"Vomiting, Lethargy, None",Diabetes,75,165,40,38.7,Both,60,High,Respiratory Infection,"Dust, Dehydration",Diabetic-friendly Diet,Yes
913,2,5.8,British Shorthair,"Loss of Appetite, Sneezing, Vomiting",None,48,191,32,38.8,Outdoor,99,Severe,Healthy,N/A,Diabetic-friendly Diet,Yes
914,13,4.1,Maine Coon,None,Arthritis,67,143,29,39.2,Outdoor,88,Severe,Kidney Failure,"Genetic, Stress",Renal Support Diet,Yes
915,12,4.7,Persian,"None, Lethargy",Diabetes,74,181,21,39.7,Outdoor,10,Low,Healthy,N/A,High-protein Diet,No
916,12,5.6,British Shorthair,"None, Vomiting, Lethargy",None,65,204,36,38.1,Both,13,Low,Healthy,N/A,Balanced Diet,No
917,3,5.5,Maine Coon,Vomiting,Heart Condition,45,173,26,37.9,Indoor,10,Low,Healthy,N/A,Diabetic-friendly Diet,No
918,6,5.8,Persian,None,Diabetes,47,140,35,37.8,Both,5,Low,Healthy,N/A,"Wet food, Hydration",No
919,4,4.1,Siamese,Difficulty Breathing,None,52,201,20,38.1,Indoor,91,Severe,Heart Disease,Dehydration,Low-sodium Diet,Yes
920,13,3.1,Ragdoll,Weight Loss,Arthritis,68,146,34,39.8,Outdoor,58,High,Obesity,Dehydration,"Wet food, Hydration",Yes
921,3,4.9,Persian,"Coughing, Vomiting",Arthritis,72,170,33,39.6,Indoor,99,Severe,Obesity,Allergies,High-protein Diet,Yes
922,5,4.5,Scottish Fold,None,Diabetes,67,141,21,37.6,Both,35,Moderate,Heart Disease,Age-related,Renal Support Diet,No
923,13,6.8,Bengal,None,Kidney Disease,46,203,26,39.3,Outdoor,64,High,Healthy,N/A,High-protein Diet,Yes
924,3,4.7,Ragdoll,"Difficulty Breathing, Vomiting",Arthritis,45,207,29,39.6,Outdoor,39,Moderate,Kidney Failure,Poor Diet,High-protein Diet,No
925,12,6.0,Persian,"None, Sneezing",Heart Condition,56,150,36,38.0,Indoor,90,Severe,Respiratory Infection,"Allergies, Dehydration",Balanced Diet,Yes
926,13,5.8,Maine Coon,"Difficulty Breathing, Weight Loss, None",Heart Condition,63,204,36,39.4,Indoor,51,High,Heart Disease,"Allergies, Dust",High-protein Diet,Yes
927,5,4.1,Scottish Fold,Lethargy,Heart Condition,69,148,29,38.4,Indoor,86,Severe,Obesity,N/A,Balanced Diet,Yes
928,14,4.1,Ragdoll,"Weight Loss, Lethargy, Vomiting",None,67,158,36,39.2,Outdoor,89,Severe,Kidney Failure,"Genetic, Age-related",Renal Support Diet,Yes
929,7,2.6,Siamese,"Lethargy, None",None,61,210,27,38.4,Indoor,8,Low,Healthy,N/A,Low-sodium Diet,No
930,11,6.5,Ragdoll,"Vomiting, Loss of Appetite, Sneezing",Diabetes,53,211,24,38.1,Outdoor,87,Severe,Gastrointestinal Issue,"Stress, Genetic",Low-sodium Diet,Yes
931,6,6.4,Persian,Sneezing,Obesity,73,197,27,39.8,Outdoor,96,Severe,Heart Disease,"Stress, Poor Diet",Renal Support Diet,Yes
932,12,3.4,British Shorthair,"Vomiting, Coughing",Obesity,62,208,26,39.3,Indoor,63,High,Diabetes,Dehydration,Low-sodium Diet,Yes
933,8,6.0,Scottish Fold,"Difficulty Breathing, Loss of Appetite, Lethargy",Heart Condition,46,200,29,38.8,Outdoor,68,High,Kidney Failure,"Age-related, Stress","Wet food, Hydration",Yes
934,1,3.7,Ragdoll,"None, Coughing",Heart Condition,52,170,28,37.6,Indoor,20,Low,Healthy,N/A,Balanced Diet,No
935,5,5.9,Maine Coon,None,None,62,188,40,37.7,Both,79,High,Obesity,"Allergies, Dehydration",Diabetic-friendly Diet,Yes
936,8,3.4,Ragdoll,None,Obesity,66,172,31,38.0,Both,19,Low,Healthy,N/A,High-protein Diet,No
937,4,2.9,British Shorthair,Loss of Appetite,Diabetes,63,206,26,38.1,Outdoor,70,High,Respiratory Infection,"Stress, Dehydration",High-protein Diet,Yes
938,12,4.9,Ragdoll,Coughing,Obesity,66,172,27,39.6,Indoor,61,High,Respiratory Infection,Poor Diet,High-protein Diet,Yes
939,4,4.5,Sphynx,Difficulty Breathing,Diabetes,64,165,37,38.1,Outdoor,34,Moderate,Gastrointestinal Issue,"Genetic, Age-related",Renal Support Diet,No
940,14,6.2,Ragdoll,Vomiting,Diabetes,73,184,23,37.7,Both,48,Moderate,Respiratory Infection,Poor Diet,High-protein Diet,No
941,6,5.1,Persian,None,Heart Condition,63,180,30,37.6,Indoor,84,Severe,Obesity,Stress,"Wet food, Hydration",Yes
942,3,3.6,Persian,None,None,66,181,22,37.9,Outdoor,100,Severe,Obesity,"Allergies, Poor Diet",Diabetic-friendly Diet,Yes
943,1,6.5,British Shorthair,None,Heart Condition,65,162,25,37.9,Outdoor,84,Severe,Gastrointestinal Issue,Genetic,Diabetic-friendly Diet,Yes
944,6,6.9,Sphynx,None,None,53,187,20,38.0,Both,79,High,Healthy,N/A,Diabetic-friendly Diet,Yes
945,13,4.5,Persian,None,Kidney Disease,55,190,38,39.2,Indoor,42,Moderate,Heart Disease,Dust,Diabetic-friendly Diet,No
946,12,5.0,Ragdoll,None,Kidney Disease,65,174,35,38.4,Indoor,6,Low,Healthy,N/A,Renal Support Diet,No
947,12,5.3,Ragdoll,Difficulty Breathing,Obesity,61,203,32,39.0,Indoor,37,Moderate,Diabetes,Allergies,Renal Support Diet,No
948,5,6.8,Persian,"Lethargy, Coughing, Loss of Appetite",Kidney Disease,68,218,24,39.9,Both,5,Low,Healthy,N/A,Renal Support Diet,No
949,14,5.7,Scottish Fold,Vomiting,Diabetes,49,194,38,38.5,Indoor,40,Moderate,Kidney Failure,Poor Diet,"Wet food, Hydration",No
950,1,4.8,Maine Coon,"Difficulty Breathing, Lethargy",Heart Condition,70,141,35,39.8,Both,52,High,Kidney Failure,Dust,Low-sodium Diet,Yes
951,1,3.0,Scottish Fold,Coughing,Obesity,45,141,29,38.3,Both,87,Severe,Respiratory Infection,"Dust, Allergies",Renal Support Diet,Yes
952,13,5.8,Ragdoll,"None, Difficulty Breathing",None,52,206,31,39.6,Indoor,35,Moderate,Respiratory Infection,Genetic,Low-sodium Diet,No
953,12,5.8,British Shorthair,None,Kidney Disease,54,188,28,39.1,Both,6,Low,Healthy,N/A,Diabetic-friendly Diet,No
954,3,6.5,Sphynx,"Sneezing, Loss of Appetite",Kidney Disease,72,199,20,37.7,Both,39,Moderate,Heart Disease,"Allergies, Age-related",Low-sodium Diet,No
955,1,6.8,Persian,"Weight Loss, Vomiting",Obesity,55,185,20,39.4,Indoor,22,Moderate,Respiratory Infection,"N/A, Stress","Wet food, Hydration",No
956,12,3.0,Sphynx,"Coughing, Vomiting, Difficulty Breathing",Arthritis,46,166,40,39.1,Outdoor,29,Moderate,Diabetes,Genetic,Renal Support Diet,No
957,14,2.9,Siamese,"Sneezing, Coughing",Obesity,62,207,25,38.2,Both,56,High,Kidney Failure,Genetic,Diabetic-friendly Diet,Yes
958,11,4.0,Maine Coon,None,Obesity,73,199,39,39.2,Indoor,37,Moderate,Heart Disease,Poor Diet,"Wet food, Hydration",No
959,1,6.3,British Shorthair,"None, Difficulty Breathing",Obesity,71,205,32,37.8,Outdoor,65,High,Respiratory Infection,Dust,Low-sodium Diet,Yes
960,7,6.0,Persian,None,Heart Condition,64,163,36,39.0,Outdoor,60,High,Respiratory Infection,Genetic,Low-sodium Diet,Yes
961,12,3.4,Bengal,None,Obesity,70,216,22,39.7,Indoor,13,Low,Healthy,N/A,Balanced Diet,No
962,1,5.8,Sphynx,"None, Weight Loss, Sneezing",Arthritis,59,213,33,39.9,Indoor,91,Severe,Kidney Failure,"Allergies, Age-related",Low-sodium Diet,Yes
963,6,2.8,British Shorthair,"Sneezing, Loss of Appetite",Diabetes,46,182,38,39.8,Outdoor,31,Moderate,Gastrointestinal Issue,"Dehydration, N/A",High-protein Diet,No
964,3,4.0,Sphynx,None,Arthritis,47,200,39,39.2,Outdoor,76,High,Kidney Failure,"Age-related, Genetic",High-protein Diet,Yes
965,5,5.9,Ragdoll,Coughing,Diabetes,62,160,35,38.1,Outdoor,97,Severe,Healthy,N/A,Diabetic-friendly Diet,Yes
966,4,6.4,Ragdoll,"None, Coughing",Obesity,55,174,20,38.0,Outdoor,92,Severe,Heart Disease,N/A,Diabetic-friendly Diet,Yes
967,1,3.3,British Shorthair,None,Kidney Disease,50,183,38,38.9,Indoor,90,Severe,Heart Disease,"Allergies, Genetic",Renal Support Diet,Yes
968,2,6.2,Ragdoll,"Loss of Appetite, None, Difficulty Breathing",Heart Condition,68,185,40,38.0,Indoor,28,Moderate,Heart Disease,"Genetic, Poor Diet",High-protein Diet,No
969,7,5.7,Persian,Coughing,None,70,171,26,39.0,Both,45,Moderate,Gastrointestinal Issue,Dust,"Wet food, Hydration",No
970,6,4.3,British Shorthair,None,Kidney Disease,53,219,40,39.8,Both,94,Severe,Healthy,N/A,Low-sodium Diet,Yes
971,5,5.9,Ragdoll,Vomiting,Heart Condition,61,190,21,37.8,Indoor,60,High,Respiratory Infection,Genetic,Low-sodium Diet,Yes
972,7,3.5,Scottish Fold,"Sneezing, Weight Loss, Loss of Appetite",Obesity,54,206,26,38.0,Both,91,Severe,Obesity,Stress,"Wet food, Hydration",Yes
973,3,3.0,Siamese,"Vomiting, Sneezing",Arthritis,58,213,38,38.4,Both,32,Moderate,Obesity,Genetic,Diabetic-friendly Diet,No
974,2,5.0,Sphynx,None,Heart Condition,68,176,38,38.6,Both,78,High,Gastrointestinal Issue,Stress,High-protein Diet,Yes
975,5,5.9,Ragdoll,"Loss of Appetite, Sneezing",Heart Condition,60,145,35,38.8,Outdoor,57,High,Diabetes,N/A,Balanced Diet,Yes
976,15,4.7,Maine Coon,None,Diabetes,48,157,32,38.5,Both,98,Severe,Healthy,N/A,High-protein Diet,Yes
977,12,2.9,Siamese,"Loss of Appetite, Difficulty Breathing, Lethargy",Diabetes,72,154,32,38.5,Indoor,88,Severe,Healthy,N/A,Diabetic-friendly Diet,Yes
978,12,5.4,Sphynx,None,Arthritis,55,205,36,39.4,Outdoor,82,Severe,Respiratory Infection,"N/A, Genetic",Renal Support Diet,Yes
979,3,5.3,Sphynx,Loss of Appetite,Diabetes,71,171,37,39.3,Both,72,High,Gastrointestinal Issue,"N/A, Age-related",Balanced Diet,Yes
980,3,5.4,Ragdoll,None,Heart Condition,45,174,40,38.6,Outdoor,18,Low,Healthy,N/A,Balanced Diet,No
981,5,5.2,Persian,"Difficulty Breathing, Lethargy, Coughing",Diabetes,71,163,22,38.5,Both,59,High,Obesity,Allergies,Diabetic-friendly Diet,Yes
982,5,5.7,Scottish Fold,"Difficulty Breathing, Loss of Appetite",Arthritis,48,191,24,38.1,Indoor,84,Severe,Obesity,Dehydration,Renal Support Diet,Yes
983,11,4.9,British Shorthair,"None, Weight Loss, Coughing",Heart Condition,59,167,37,38.5,Both,0,Low,Healthy,N/A,Diabetic-friendly Diet,No
984,10,4.9,Sphynx,"Coughing, Weight Loss",Heart Condition,57,143,24,37.7,Outdoor,74,High,Respiratory Infection,"Genetic, Stress",High-protein Diet,Yes
985,10,6.7,Ragdoll,"Vomiting, Difficulty Breathing",None,63,144,23,38.4,Both,81,Severe,Kidney Failure,"Dehydration, Poor Diet",Diabetic-friendly Diet,Yes
986,12,5.0,Persian,"Weight Loss, Lethargy",Heart Condition,56,147,33,37.8,Outdoor,82,Severe,Obesity,"Allergies, Genetic",Renal Support Diet,Yes
987,9,4.5,Maine Coon,"Vomiting, None",Arthritis,46,141,39,39.9,Outdoor,22,Moderate,Gastrointestinal Issue,Stress,Balanced Diet,No
988,7,2.8,British Shorthair,"Sneezing, Weight Loss",Obesity,54,190,38,37.7,Both,51,High,Heart Disease,"Genetic, Allergies",Low-sodium Diet,Yes
989,3,5.7,Scottish Fold,"Vomiting, Sneezing",Arthritis,61,197,33,39.5,Both,27,Moderate,Obesity,Poor Diet,"Wet food, Hydration",No
990,14,6.8,Sphynx,"Sneezing, Lethargy",Heart Condition,72,140,38,39.9,Indoor,33,Moderate,Respiratory Infection,Dust,Balanced Diet,No
991,10,5.6,British Shorthair,"Sneezing, Coughing",Arthritis,63,218,28,39.4,Both,16,Low,Healthy,N/A,High-protein Diet,No
992,13,4.1,Sphynx,"Coughing, Sneezing",None,56,176,37,39.7,Both,53,High,Obesity,"Allergies, Stress",Diabetic-friendly Diet,Yes
993,6,3.9,British Shorthair,None,None,65,190,36,39.5,Outdoor,56,High,Gastrointestinal Issue,Dust,"Wet food, Hydration",Yes
994,2,2.7,Siamese,None,None,74,155,36,38.3,Outdoor,30,Moderate,Respiratory Infection,Poor Diet,Low-sodium Diet,No
995,7,6.7,Bengal,Weight Loss,None,75,157,36,38.1,Both,92,Severe,Healthy,N/A,High-protein Diet,Yes
996,2,3.8,Bengal,"Sneezing, None, Lethargy",Diabetes,56,187,38,37.6,Both,28,Moderate,Respiratory Infection,Genetic,Low-sodium Diet,No
997,14,6.4,Bengal,"Vomiting, Coughing",Heart Condition,65,186,21,37.9,Indoor,36,Moderate,Obesity,Dehydration,High-protein Diet,No
998,6,2.5,Maine Coon,"Difficulty Breathing, Coughing, None",Heart Condition,66,220,26,39.0,Indoor,45,Moderate,Kidney Failure,"Dust, Genetic",Balanced Diet,No
999,4,6.7,Persian,"Weight Loss, Loss of Appetite",Arthritis,51,140,26,38.0,Outdoor,68,High,Heart Disease,Poor Diet,Diabetic-friendly Diet,Yes
1000,8,4.6,Ragdoll,Coughing,Heart Condition,66,194,40,37.5,Both,7,Low,Healthy,N/A,Balanced Diet,No
